"user_id","age_group","gender","location","preferred_categories","avg_order_value","total_orders","member_since","last_purchase_date"
"USR_000481","45-54","M","Chicago","BOOKS|CLOTHING|HOME","176,79","22","2024-08-25","2024-08-28"
"USR_000482","35-44","M","Chicago","ELECTRONICS|HOME|BOOKS","391,83","28","2023-11-13","2024-09-14"
"USR_000483","25-34","F","Houston","CLOTHING|BOOKS|HOME","263,38","34","2024-01-14","2024-04-25"
"USR_000484","18-24","F","Miami","BOOKS|HOME|CLOTHING","343,83","13","2022-12-13","2024-06-27"
"USR_000485","65+","F","Chicago","HOME|BOOKS|ELECTRONICS","68,70","44","2023-04-10","2023-05-09"
"USR_000486","55-64","F","Los Angeles","ELECTRONICS|CLOTHING|HOME","409,21","26","2024-04-27","2024-05-08"
"USR_000487","45-54","F","Houston","CLOTHING|ELECTRONICS|BOOKS","382,42","46","2023-01-01","2024-01-15"
"USR_000488","35-44","M","Los Angeles","BOOKS|ELECTRONICS|CLOTHING","412,93","25","2023-12-30","2024-11-08"
"USR_000489","65+","F","Houston","HOME|BOOKS|ELECTRONICS","363,67","24","2024-11-20","2024-12-03"
"USR_000490","18-24","M","Houston","BOOKS|CLOTHING|HOME","59,23","6","2024-03-10","2024-06-08"
"USR_000491","45-54","F","New York","CLOTHING|ELECTRONICS|HOME","164,32","33","2024-05-13","2024-06-07"
"USR_000492","35-44","M","New York","HOME|BOOKS|CLOTHING","51,36","2","2023-12-20","2024-06-06"
"USR_000493","35-44","M","Miami","ELECTRONICS|CLOTHING|BOOKS","396,17","47","2023-11-13","2024-10-30"
"USR_000494","45-54","F","Miami","CLOTHING|HOME|BOOKS","277,60","12","2023-02-16","2023-07-05"
"USR_000495","18-24","M","Chicago","CLOTHING|BOOKS|ELECTRONICS","377,52","41","2023-10-14","2024-03-20"
"USR_000496","55-64","M","Miami","HOME|BOOKS|ELECTRONICS","430,32","15","2023-03-09","2024-01-04"
"USR_000497","35-44","M","Miami","CLOTHING|BOOKS|ELECTRONICS","356,92","46","2024-09-16","2024-10-08"
"USR_000498","18-24","F","Chicago","HOME|CLOTHING|ELECTRONICS","437,00","38","2024-07-26","2024-11-08"
"USR_000499","65+","M","Houston","CLOTHING|ELECTRONICS|HOME","424,41","21","2023-07-13","2024-03-31"
"USR_000500","45-54","M","Chicago","HOME|ELECTRONICS|BOOKS","444,98","35","2023-03-16","2024-03-18"
"USR_000501","18-24","F","Los Angeles","ELECTRONICS|BOOKS|HOME","183,24","35","2023-09-16","2024-02-04"
"USR_000502","35-44","M","Los Angeles","CLOTHING|HOME|ELECTRONICS","213,90","19","2023-08-19","2024-11-03"
"USR_000503","25-34","F","Miami","ELECTRONICS|HOME|CLOTHING","217,25","1","2024-04-26","2024-06-17"
"USR_000504","45-54","F","Los Angeles","CLOTHING|ELECTRONICS|BOOKS","132,51","28","2023-07-11","2024-03-05"
"USR_000505","35-44","M","Los Angeles","HOME|CLOTHING|ELECTRONICS","201,90","1","2024-09-11","2024-11-11"
"USR_000506","65+","M","Los Angeles","ELECTRONICS|BOOKS|CLOTHING","339,02","26","2023-10-08","2024-01-04"
"USR_000507","65+","F","Los Angeles","BOOKS|HOME|ELECTRONICS","319,23","13","2024-09-18","2024-09-25"
"USR_000508","35-44","F","Houston","HOME|BOOKS|ELECTRONICS","386,36","17","2024-07-31","2024-11-05"
"USR_000509","25-34","F","New York","HOME|BOOKS|CLOTHING","149,58","3","2024-05-28","2024-07-17"
"USR_000510","65+","F","Miami","CLOTHING|HOME|BOOKS","206,74","37","2023-06-08","2024-05-02"
"USR_000511","25-34","M","Los Angeles","BOOKS|CLOTHING|ELECTRONICS","125,53","8","2023-03-08","2024-08-26"
"USR_000512","65+","F","Chicago","BOOKS|HOME|CLOTHING","91,89","25","2023-05-13","2023-11-15"
"USR_000513","45-54","F","Miami","ELECTRONICS|HOME|CLOTHING","395,78","30","2023-08-09","2024-12-05"
"USR_000514","65+","M","Houston","HOME|BOOKS|ELECTRONICS","218,19","30","2022-12-07","2024-06-12"
"USR_000515","65+","F","Chicago","CLOTHING|ELECTRONICS|HOME","159,42","36","2023-08-12","2023-10-13"
"USR_000516","18-24","F","Houston","CLOTHING|BOOKS|ELECTRONICS","358,26","45","2023-11-01","2024-09-11"
"USR_000517","45-54","M","Houston","BOOKS|CLOTHING|ELECTRONICS","193,35","31","2023-05-22","2023-07-27"
"USR_000518","55-64","M","Chicago","HOME|BOOKS|CLOTHING","83,14","31","2024-06-02","2024-08-24"
"USR_000519","35-44","M","Miami","HOME|ELECTRONICS|BOOKS","158,37","3","2022-12-11","2022-12-29"
"USR_000520","65+","F","Miami","CLOTHING|HOME|ELECTRONICS","321,60","6","2023-01-14","2023-08-07"
"USR_000521","18-24","F","Los Angeles","BOOKS|CLOTHING|ELECTRONICS","381,51","41","2024-07-27","2024-08-04"
"USR_000522","45-54","M","Los Angeles","CLOTHING|HOME|ELECTRONICS","55,75","37","2024-06-25","2024-08-19"
"USR_000523","25-34","F","Houston","HOME|BOOKS|ELECTRONICS","375,28","48","2024-10-31","2024-12-03"
"USR_000524","45-54","M","Houston","BOOKS|CLOTHING|HOME","494,50","32","2022-12-14","2024-01-21"
"USR_000525","25-34","M","Houston","CLOTHING|BOOKS|ELECTRONICS","416,42","27","2023-02-19","2023-10-13"
"USR_000526","18-24","M","Chicago","HOME|CLOTHING|BOOKS","379,02","49","2024-02-03","2024-03-13"
"USR_000527","45-54","M","Los Angeles","BOOKS|ELECTRONICS|HOME","469,66","38","2024-01-06","2024-02-14"
"USR_000528","45-54","F","Miami","CLOTHING|ELECTRONICS|BOOKS","386,75","30","2023-10-28","2023-12-23"
"USR_000529","45-54","F","Houston","ELECTRONICS|HOME|BOOKS","304,30","33","2024-04-02","2024-04-10"
"USR_000530","18-24","F","Miami","CLOTHING|HOME|BOOKS","63,10","29","2023-04-06","2024-06-09"
"USR_000531","18-24","M","Los Angeles","ELECTRONICS|CLOTHING|BOOKS","263,92","7","2023-01-09","2024-01-28"
"USR_000532","18-24","F","Houston","BOOKS|HOME|ELECTRONICS","72,40","49","2024-05-23","2024-11-17"
"USR_000533","25-34","F","Houston","ELECTRONICS|HOME|CLOTHING","462,11","12","2024-06-29","2024-09-30"
"USR_000534","65+","F","Miami","ELECTRONICS|CLOTHING|HOME","172,31","17","2023-08-11","2024-10-01"
"USR_000535","65+","F","Chicago","BOOKS|ELECTRONICS|HOME","339,62","39","2024-04-06","2024-04-20"
"USR_000536","45-54","M","Miami","BOOKS|ELECTRONICS|HOME","78,09","28","2024-10-06","2024-12-02"
"USR_000537","35-44","F","Chicago","HOME|CLOTHING|BOOKS","180,67","21","2023-01-09","2024-07-09"
"USR_000538","35-44","M","New York","ELECTRONICS|CLOTHING|BOOKS","146,06","22","2024-05-28","2024-07-31"
"USR_000539","25-34","F","Miami","BOOKS|ELECTRONICS|CLOTHING","448,86","33","2023-01-20","2023-05-24"
"USR_000540","55-64","M","New York","HOME|CLOTHING|BOOKS","267,69","18","2024-01-28","2024-09-05"
"USR_000541","45-54","F","New York","ELECTRONICS|BOOKS|CLOTHING","315,47","36","2023-01-26","2024-02-06"
"USR_000542","25-34","M","Houston","CLOTHING|HOME|ELECTRONICS","428,46","12","2024-03-03","2024-05-20"
"USR_000543","65+","F","Houston","HOME|BOOKS|ELECTRONICS","465,61","19","2024-08-29","2024-11-27"
"USR_000544","25-34","M","Miami","ELECTRONICS|CLOTHING|BOOKS","198,19","33","2024-11-19","2024-11-28"
"USR_000545","25-34","M","Houston","ELECTRONICS|HOME|CLOTHING","79,89","22","2023-11-19","2024-01-06"
"USR_000546","65+","M","Houston","CLOTHING|ELECTRONICS|BOOKS","381,75","1","2024-01-21","2024-08-10"
"USR_000547","65+","M","Los Angeles","HOME|ELECTRONICS|CLOTHING","52,16","43","2023-12-23","2024-10-14"
"USR_000548","65+","M","Chicago","BOOKS|HOME|ELECTRONICS","271,94","32","2023-01-15","2023-04-08"
"USR_000549","35-44","M","Los Angeles","CLOTHING|BOOKS|ELECTRONICS","316,02","3","2024-09-27","2024-11-14"
"USR_000550","25-34","F","Chicago","ELECTRONICS|HOME|CLOTHING","258,54","29","2024-07-19","2024-09-15"
"USR_000551","25-34","F","Miami","BOOKS|CLOTHING|ELECTRONICS","415,54","30","2024-10-12","2024-11-10"
"USR_000552","55-64","M","Miami","HOME|ELECTRONICS|BOOKS","310,12","29","2023-05-15","2024-05-10"
"USR_000553","45-54","F","Los Angeles","CLOTHING|HOME|ELECTRONICS","418,00","13","2024-03-01","2024-09-19"
"USR_000554","55-64","F","Miami","HOME|ELECTRONICS|BOOKS","257,81","3","2023-12-20","2024-04-05"
"USR_000555","55-64","F","New York","HOME|BOOKS|CLOTHING","279,03","30","2024-09-11","2024-09-16"
"USR_000556","55-64","F","New York","CLOTHING|BOOKS|HOME","272,52","30","2023-03-11","2024-10-11"
"USR_000557","35-44","M","New York","HOME|CLOTHING|ELECTRONICS","382,94","41","2024-06-25","2024-07-26"
"USR_000558","45-54","F","Houston","ELECTRONICS|BOOKS|HOME","489,75","37","2023-08-27","2024-05-13"
"USR_000559","65+","M","Houston","HOME|CLOTHING|BOOKS","243,70","6","2024-01-15","2024-05-05"
"USR_000560","35-44","M","Houston","ELECTRONICS|CLOTHING|HOME","198,64","5","2023-04-01","2024-11-17"
"USR_000561","35-44","F","New York","HOME|BOOKS|ELECTRONICS","114,31","44","2024-06-03","2024-11-16"
"USR_000562","65+","F","New York","CLOTHING|BOOKS|HOME","274,30","16","2024-08-22","2024-10-22"
"USR_000563","65+","F","Miami","BOOKS|HOME|ELECTRONICS","464,96","40","2024-05-07","2024-05-11"
"USR_000564","55-64","F","Los Angeles","ELECTRONICS|BOOKS|HOME","495,02","34","2024-04-28","2024-07-11"
"USR_000565","45-54","F","Los Angeles","CLOTHING|BOOKS|HOME","252,89","12","2023-12-27","2024-11-08"
"USR_000566","25-34","M","Miami","HOME|BOOKS|CLOTHING","148,54","21","2023-08-28","2024-08-03"
"USR_000567","65+","M","New York","HOME|CLOTHING|BOOKS","419,17","19","2024-10-01","2024-11-22"
"USR_000568","25-34","F","Los Angeles","CLOTHING|HOME|ELECTRONICS","93,88","26","2024-05-03","2024-11-28"
"USR_000569","18-24","M","New York","CLOTHING|HOME|ELECTRONICS","260,35","10","2023-01-30","2024-07-12"
"USR_000570","55-64","F","New York","CLOTHING|BOOKS|ELECTRONICS","57,90","29","2024-05-11","2024-05-19"
"USR_000571","65+","F","Chicago","CLOTHING|HOME|BOOKS","85,31","22","2023-01-06","2024-10-22"
"USR_000572","18-24","F","Chicago","BOOKS|HOME|CLOTHING","358,13","41","2023-01-11","2024-11-26"
"USR_000573","55-64","M","Los Angeles","BOOKS|ELECTRONICS|CLOTHING","280,20","9","2024-09-10","2024-11-13"
"USR_000574","65+","M","New York","HOME|CLOTHING|ELECTRONICS","256,09","7","2023-07-08","2024-03-28"
"USR_000575","65+","F","Chicago","ELECTRONICS|HOME|CLOTHING","66,65","11","2024-08-24","2024-11-26"
"USR_000576","55-64","M","Houston","ELECTRONICS|HOME|BOOKS","107,52","12","2023-02-14","2024-09-13"
"USR_000577","35-44","F","Miami","CLOTHING|BOOKS|ELECTRONICS","251,43","46","2023-10-04","2024-01-05"
"USR_000578","18-24","M","Los Angeles","ELECTRONICS|CLOTHING|HOME","188,83","19","2023-08-01","2023-08-11"
"USR_000579","55-64","F","Miami","CLOTHING|BOOKS|ELECTRONICS","427,48","19","2023-09-05","2024-01-19"
"USR_000580","25-34","F","Miami","BOOKS|CLOTHING|HOME","441,18","8","2023-01-28","2024-07-27"
"USR_000581","55-64","F","New York","CLOTHING|ELECTRONICS|BOOKS","99,62","34","2024-05-08","2024-10-31"
"USR_000582","55-64","M","Los Angeles","BOOKS|HOME|ELECTRONICS","86,42","34","2023-12-24","2024-06-20"
"USR_000583","45-54","M","New York","BOOKS|ELECTRONICS|CLOTHING","269,87","25","2024-01-19","2024-12-04"
"USR_000584","45-54","M","Miami","HOME|ELECTRONICS|CLOTHING","231,45","35","2024-08-16","2024-08-26"
"USR_000585","18-24","M","Chicago","BOOKS|CLOTHING|HOME","330,59","34","2024-05-02","2024-06-03"
"USR_000586","65+","M","Chicago","BOOKS|CLOTHING|HOME","90,06","21","2023-05-02","2024-11-29"
"USR_000587","65+","M","Miami","HOME|ELECTRONICS|BOOKS","75,49","48","2023-01-23","2024-08-07"
"USR_000588","65+","F","Chicago","ELECTRONICS|CLOTHING|HOME","63,96","2","2023-11-27","2024-08-22"
"USR_000589","65+","M","Houston","ELECTRONICS|HOME|CLOTHING","101,60","32","2023-08-21","2024-09-17"
"USR_000590","18-24","F","Los Angeles","HOME|BOOKS|CLOTHING","286,95","49","2024-09-08","2024-09-23"
"USR_000591","55-64","F","Miami","HOME|BOOKS|CLOTHING","287,42","11","2024-11-18","2024-11-23"
"USR_000592","35-44","M","Miami","HOME|ELECTRONICS|BOOKS","449,00","27","2024-09-29","2024-11-11"
"USR_000593","55-64","M","Miami","ELECTRONICS|HOME|CLOTHING","195,10","1","2023-07-14","2023-08-23"
"USR_000594","25-34","F","Los Angeles","HOME|CLOTHING|BOOKS","79,19","49","2023-12-08","2024-09-04"
"USR_000595","45-54","F","Houston","CLOTHING|ELECTRONICS|HOME","407,09","29","2023-05-13","2023-10-24"
"USR_000596","65+","M","Los Angeles","BOOKS|ELECTRONICS|HOME","379,22","10","2023-05-04","2024-03-22"
"USR_000597","18-24","F","Houston","BOOKS|ELECTRONICS|CLOTHING","320,00","32","2023-06-15","2024-07-12"
"USR_000598","25-34","F","Houston","BOOKS|HOME|CLOTHING","261,51","7","2024-02-20","2024-05-11"
"USR_000599","65+","M","Miami","CLOTHING|ELECTRONICS|BOOKS","181,14","29","2024-07-03","2024-07-19"
"USR_000600","45-54","F","Houston","CLOTHING|HOME|BOOKS","58,57","46","2024-03-20","2024-05-08"
"USR_000601","35-44","F","Los Angeles","ELECTRONICS|CLOTHING|HOME","415,47","16","2024-10-26","2024-11-15"
"USR_000602","18-24","M","New York","HOME|ELECTRONICS|CLOTHING","382,70","18","2023-08-06","2024-12-02"
"USR_000603","65+","F","New York","ELECTRONICS|HOME|CLOTHING","403,42","21","2024-07-21","2024-10-13"
"USR_000604","55-64","F","Houston","BOOKS|HOME|ELECTRONICS","377,57","20","2023-03-16","2024-02-28"
"USR_000605","35-44","F","Los Angeles","HOME|CLOTHING|ELECTRONICS","332,34","8","2024-10-21","2024-11-20"
"USR_000606","25-34","F","New York","CLOTHING|ELECTRONICS|BOOKS","165,93","45","2022-12-25","2023-01-05"
"USR_000607","25-34","F","New York","HOME|CLOTHING|ELECTRONICS","406,99","26","2023-10-05","2024-03-08"
"USR_000608","35-44","M","New York","HOME|ELECTRONICS|CLOTHING","259,85","10","2024-12-05","2024-12-06"
"USR_000609","55-64","F","Los Angeles","BOOKS|HOME|ELECTRONICS","366,93","19","2024-09-11","2024-09-12"
"USR_000610","55-64","M","Houston","BOOKS|CLOTHING|HOME","262,79","13","2024-09-21","2024-11-27"
"USR_000611","18-24","M","Chicago","CLOTHING|BOOKS|ELECTRONICS","121,12","33","2023-10-26","2024-10-02"
"USR_000612","18-24","F","Chicago","BOOKS|ELECTRONICS|CLOTHING","204,95","1","2023-11-06","2023-11-28"
"USR_000613","25-34","M","Miami","ELECTRONICS|BOOKS|HOME","172,55","49","2023-05-14","2023-06-08"
"USR_000614","55-64","M","Chicago","ELECTRONICS|BOOKS|CLOTHING","316,12","3","2024-02-09","2024-03-25"
"USR_000615","35-44","M","Houston","HOME|BOOKS|ELECTRONICS","168,41","26","2023-10-06","2024-01-19"
"USR_000616","65+","M","Chicago","ELECTRONICS|BOOKS|HOME","102,48","42","2023-11-30","2023-12-11"
"USR_000617","35-44","F","Miami","ELECTRONICS|CLOTHING|HOME","323,42","19","2023-12-14","2024-11-13"
"USR_000618","55-64","M","Chicago","HOME|CLOTHING|ELECTRONICS","406,68","28","2023-10-09","2024-06-06"
"USR_000619","18-24","M","Miami","ELECTRONICS|CLOTHING|BOOKS","226,89","40","2024-01-21","2024-02-22"
"USR_000620","55-64","M","Miami","CLOTHING|HOME|BOOKS","92,51","18","2024-09-17","2024-10-26"
"USR_000621","18-24","F","Chicago","BOOKS|CLOTHING|ELECTRONICS","456,21","48","2023-11-15","2024-10-11"
"USR_000622","65+","M","New York","HOME|CLOTHING|BOOKS","258,56","16","2023-07-06","2024-11-17"
"USR_000623","65+","F","Houston","HOME|ELECTRONICS|BOOKS","382,19","27","2024-09-10","2024-10-18"
"USR_000624","65+","F","Los Angeles","HOME|CLOTHING|ELECTRONICS","197,25","24","2024-05-21","2024-11-25"
"USR_000625","45-54","F","Miami","ELECTRONICS|BOOKS|HOME","64,10","20","2023-11-02","2024-05-26"
"USR_000626","55-64","M","New York","HOME|BOOKS|CLOTHING","478,41","6","2023-09-01","2024-03-29"
"USR_000627","18-24","M","New York","CLOTHING|HOME|BOOKS","294,71","16","2024-01-18","2024-10-15"
"USR_000628","65+","M","Los Angeles","BOOKS|HOME|CLOTHING","299,06","29","2023-11-27","2024-10-12"
"USR_000629","55-64","M","Los Angeles","HOME|BOOKS|CLOTHING","368,31","37","2023-01-07","2024-05-22"
"USR_000630","55-64","M","New York","BOOKS|CLOTHING|ELECTRONICS","203,42","21","2023-12-13","2023-12-23"
"USR_000631","55-64","M","Los Angeles","BOOKS|ELECTRONICS|CLOTHING","456,87","13","2023-08-13","2023-12-28"
"USR_000632","55-64","F","Miami","CLOTHING|HOME|BOOKS","239,74","17","2024-04-08","2024-07-16"
"USR_000633","55-64","F","Los Angeles","BOOKS|ELECTRONICS|HOME","292,32","42","2023-02-19","2024-09-05"
"USR_000634","55-64","M","Los Angeles","BOOKS|ELECTRONICS|HOME","383,15","8","2024-03-03","2024-08-25"
"USR_000635","25-34","M","Houston","BOOKS|HOME|CLOTHING","365,37","20","2023-08-11","2024-02-11"
"USR_000636","55-64","F","Chicago","HOME|BOOKS|CLOTHING","266,04","21","2024-05-01","2024-12-04"
"USR_000637","18-24","M","New York","ELECTRONICS|HOME|BOOKS","263,47","5","2024-07-31","2024-10-11"
"USR_000638","25-34","F","Los Angeles","HOME|BOOKS|ELECTRONICS","320,09","26","2023-12-09","2024-12-06"
"USR_000639","65+","F","Houston","ELECTRONICS|HOME|BOOKS","133,54","26","2024-10-06","2024-12-03"
"USR_000640","18-24","M","Los Angeles","HOME|BOOKS|ELECTRONICS","246,57","50","2023-03-24","2023-05-19"
"USR_000641","55-64","F","Houston","BOOKS|HOME|CLOTHING","117,17","11","2023-01-20","2024-03-29"
"USR_000642","55-64","F","Houston","ELECTRONICS|HOME|CLOTHING","294,02","27","2022-12-14","2023-04-28"
"USR_000643","25-34","M","Los Angeles","BOOKS|ELECTRONICS|HOME","368,64","11","2024-08-01","2024-09-22"
"USR_000644","55-64","F","New York","ELECTRONICS|BOOKS|HOME","134,89","41","2023-09-15","2024-03-14"
"USR_000645","55-64","F","Los Angeles","ELECTRONICS|HOME|BOOKS","328,68","17","2024-07-09","2024-07-24"
"USR_000646","65+","F","Los Angeles","ELECTRONICS|HOME|BOOKS","145,22","30","2024-02-15","2024-04-14"
"USR_000647","45-54","F","Houston","BOOKS|HOME|ELECTRONICS","89,28","1","2023-07-27","2023-11-18"
"USR_000648","18-24","F","Houston","ELECTRONICS|HOME|BOOKS","104,01","3","2024-01-06","2024-01-19"
"USR_000649","45-54","F","Houston","BOOKS|ELECTRONICS|CLOTHING","497,38","11","2023-01-11","2024-02-08"
"USR_000650","65+","F","New York","BOOKS|HOME|ELECTRONICS","341,37","32","2024-09-04","2024-09-25"
"USR_000651","25-34","M","Los Angeles","HOME|BOOKS|ELECTRONICS","107,86","7","2023-12-31","2024-09-21"
"USR_000652","45-54","F","Chicago","BOOKS|HOME|ELECTRONICS","127,04","11","2023-12-09","2024-02-19"
"USR_000653","25-34","M","Miami","CLOTHING|HOME|BOOKS","258,59","44","2024-03-20","2024-05-11"
"USR_000654","18-24","F","Los Angeles","ELECTRONICS|HOME|CLOTHING","353,32","20","2023-08-25","2023-11-26"
"USR_000655","18-24","F","Miami","HOME|ELECTRONICS|BOOKS","403,00","24","2024-07-02","2024-10-05"
"USR_000656","55-64","F","Chicago","HOME|BOOKS|ELECTRONICS","129,22","19","2023-05-06","2024-06-22"
"USR_000657","18-24","M","Chicago","BOOKS|CLOTHING|HOME","147,92","2","2023-09-29","2023-10-29"
"USR_000658","25-34","M","New York","CLOTHING|BOOKS|ELECTRONICS","414,61","5","2024-07-02","2024-11-07"
"USR_000659","35-44","F","Los Angeles","HOME|CLOTHING|ELECTRONICS","257,09","20","2023-08-01","2024-09-10"
"USR_000660","35-44","M","Miami","ELECTRONICS|CLOTHING|BOOKS","486,27","14","2024-03-15","2024-08-13"
"USR_000661","35-44","F","Los Angeles","CLOTHING|HOME|BOOKS","393,20","11","2024-07-05","2024-09-15"
"USR_000662","35-44","M","New York","HOME|CLOTHING|ELECTRONICS","139,78","23","2024-07-12","2024-07-26"
"USR_000663","18-24","M","Los Angeles","CLOTHING|ELECTRONICS|BOOKS","483,80","33","2024-12-03","2024-12-05"
"USR_000664","55-64","F","Miami","CLOTHING|ELECTRONICS|HOME","393,90","27","2023-04-22","2024-06-03"
"USR_000665","25-34","M","Chicago","HOME|CLOTHING|BOOKS","108,90","37","2023-08-23","2023-09-19"
"USR_000666","18-24","M","Miami","ELECTRONICS|BOOKS|HOME","76,50","13","2024-10-02","2024-11-05"
"USR_000667","65+","F","Chicago","ELECTRONICS|HOME|CLOTHING","320,69","50","2023-05-11","2024-04-08"
"USR_000668","18-24","M","Los Angeles","ELECTRONICS|BOOKS|HOME","183,73","4","2023-10-22","2024-07-22"
"USR_000669","18-24","M","Miami","HOME|CLOTHING|BOOKS","268,13","6","2024-01-04","2024-10-30"
"USR_000670","55-64","F","Los Angeles","HOME|CLOTHING|ELECTRONICS","116,44","29","2023-12-04","2024-06-30"
"USR_000671","18-24","M","New York","ELECTRONICS|CLOTHING|HOME","461,84","49","2024-04-15","2024-08-01"
"USR_000672","18-24","M","Houston","CLOTHING|BOOKS|ELECTRONICS","160,46","21","2023-12-01","2024-06-10"
"USR_000673","25-34","F","Houston","ELECTRONICS|BOOKS|HOME","327,14","19","2024-05-20","2024-11-03"
"USR_000674","25-34","F","Los Angeles","CLOTHING|ELECTRONICS|HOME","389,97","13","2024-08-09","2024-09-01"
"USR_000675","25-34","M","Miami","ELECTRONICS|BOOKS|CLOTHING","305,49","32","2024-02-02","2024-11-03"
"USR_000676","45-54","M","New York","BOOKS|CLOTHING|HOME","235,31","13","2024-08-07","2024-11-01"
"USR_000677","18-24","F","Chicago","CLOTHING|ELECTRONICS|HOME","427,37","2","2023-11-04","2024-04-04"
"USR_000678","25-34","F","Houston","ELECTRONICS|BOOKS|HOME","369,63","3","2023-05-06","2024-03-10"
"USR_000679","35-44","M","Chicago","CLOTHING|HOME|ELECTRONICS","441,75","8","2023-10-02","2024-10-01"
"USR_000680","45-54","F","Chicago","HOME|BOOKS|ELECTRONICS","130,75","50","2023-03-11","2024-06-25"
"USR_000681","55-64","F","New York","CLOTHING|ELECTRONICS|BOOKS","400,10","38","2024-02-09","2024-10-25"
"USR_000682","35-44","F","Chicago","ELECTRONICS|CLOTHING|HOME","457,41","17","2024-10-16","2024-10-31"
"USR_000683","55-64","F","New York","HOME|BOOKS|CLOTHING","255,35","19","2023-12-03","2024-01-26"
"USR_000684","55-64","F","Houston","HOME|BOOKS|ELECTRONICS","381,58","23","2024-08-10","2024-11-28"
"USR_000685","45-54","M","Houston","CLOTHING|BOOKS|HOME","298,51","36","2024-12-04","2024-12-05"
"USR_000686","25-34","M","New York","HOME|CLOTHING|ELECTRONICS","430,78","48","2023-10-02","2024-11-12"
"USR_000687","55-64","M","Chicago","BOOKS|CLOTHING|HOME","318,43","18","2024-02-24","2024-05-14"
"USR_000688","65+","M","Houston","HOME|CLOTHING|ELECTRONICS","307,19","31","2024-06-02","2024-10-22"
"USR_000689","35-44","M","Houston","BOOKS|HOME|CLOTHING","432,43","41","2023-04-11","2024-08-27"
"USR_000690","65+","M","New York","CLOTHING|BOOKS|ELECTRONICS","372,51","48","2023-10-16","2024-05-19"
"USR_000691","65+","F","Houston","CLOTHING|ELECTRONICS|BOOKS","348,33","45","2022-12-19","2024-08-06"
"USR_000692","18-24","M","Houston","CLOTHING|BOOKS|ELECTRONICS","380,23","16","2023-11-28","2024-12-02"
"USR_000693","25-34","F","Chicago","CLOTHING|BOOKS|HOME","230,50","10","2023-10-12","2024-04-03"
"USR_000694","18-24","F","New York","HOME|CLOTHING|BOOKS","259,39","42","2023-07-15","2024-07-23"
"USR_000695","18-24","F","Miami","BOOKS|HOME|CLOTHING","155,48","5","2024-08-21","2024-09-17"
"USR_000696","35-44","F","Miami","BOOKS|CLOTHING|ELECTRONICS","216,47","17","2023-07-03","2024-03-15"
"USR_000697","65+","F","Chicago","BOOKS|ELECTRONICS|CLOTHING","204,93","9","2023-09-28","2024-05-27"
"USR_000698","18-24","F","New York","BOOKS|CLOTHING|HOME","234,53","41","2022-12-15","2024-01-08"
"USR_000699","35-44","M","Chicago","CLOTHING|BOOKS|ELECTRONICS","206,28","31","2024-08-21","2024-09-16"
"USR_000700","55-64","M","Los Angeles","HOME|CLOTHING|ELECTRONICS","61,02","13","2024-06-16","2024-08-18"
"USR_000701","55-64","F","Chicago","BOOKS|HOME|CLOTHING","493,85","47","2024-05-27","2024-09-13"
"USR_000702","55-64","F","Houston","CLOTHING|BOOKS|ELECTRONICS","438,66","7","2023-04-11","2023-07-09"
"USR_000703","35-44","M","Chicago","HOME|BOOKS|CLOTHING","226,03","7","2024-06-23","2024-07-17"
"USR_000704","65+","F","Miami","ELECTRONICS|HOME|BOOKS","145,76","29","2022-12-18","2024-03-09"
"USR_000705","45-54","M","Miami","CLOTHING|HOME|ELECTRONICS","256,06","49","2023-02-20","2023-03-29"
"USR_000706","25-34","F","Houston","CLOTHING|BOOKS|HOME","175,11","35","2024-04-16","2024-08-06"
"USR_000707","35-44","F","New York","ELECTRONICS|CLOTHING|HOME","116,96","34","2023-01-01","2024-02-19"
"USR_000708","65+","F","New York","HOME|BOOKS|CLOTHING","393,17","42","2023-07-28","2024-04-14"
"USR_000709","45-54","F","Los Angeles","CLOTHING|HOME|BOOKS","393,45","12","2023-06-23","2023-07-03"
"USR_000710","35-44","F","Houston","HOME|CLOTHING|ELECTRONICS","233,54","1","2024-11-14","2024-11-30"
"USR_000711","18-24","F","Los Angeles","ELECTRONICS|CLOTHING|HOME","266,15","44","2024-12-02","2024-12-04"
"USR_000712","18-24","F","Miami","ELECTRONICS|CLOTHING|HOME","241,34","47","2024-01-05","2024-06-24"
"USR_000713","65+","F","Houston","BOOKS|HOME|CLOTHING","375,91","45","2024-11-13","2024-12-01"
"USR_000714","65+","M","Houston","CLOTHING|BOOKS|HOME","497,60","33","2023-05-17","2023-12-19"
"USR_000715","45-54","M","Chicago","ELECTRONICS|HOME|CLOTHING","118,68","13","2024-09-27","2024-10-29"
"USR_000716","25-34","M","New York","HOME|CLOTHING|ELECTRONICS","165,33","15","2024-09-06","2024-11-22"
"USR_000717","35-44","F","Houston","ELECTRONICS|HOME|CLOTHING","193,75","46","2024-08-24","2024-09-04"
"USR_000718","25-34","F","Miami","HOME|ELECTRONICS|CLOTHING","261,24","39","2023-09-10","2024-02-29"
"USR_000719","25-34","M","Miami","CLOTHING|BOOKS|HOME","190,66","25","2023-03-15","2023-11-01"
"USR_000720","65+","M","Houston","ELECTRONICS|BOOKS|HOME","169,82","20","2024-09-05","2024-10-17"
"USR_000721","45-54","M","Chicago","BOOKS|ELECTRONICS|HOME","462,72","16","2024-01-31","2024-09-02"
